DILIrank_ID,Compound_SMILES,DILI_Concern,Simplified_DILI_Concern,DILI-c_MLP_Predicted_Simplified_DILI_Concern,DILI_Severity,Simplified_DILI_Severity,DILI-s_MLP_Predicted_Simplified_DILI_Severity
clozapine,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cyclosporine,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
darunavir,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
didanosine,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
diltiazem,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dronedarone,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
duloxetine,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
efavirenz,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
erlotinib,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
estramustine,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ethambutol,CCC(CO)NCCNC(CC)CO,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
etodolac,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
etravirine,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fenoprofen,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fosphenytoin,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
gemcitabine,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
gemfibrozil,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
hydroxyurea,C(=O)(N)NO,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
isotretinoin,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
labetalol,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
levofloxacin,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mefenamic acid,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
methimazole,CN1C=CNC1=S,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
methyldopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Low-DILI-Severity
micafungin,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
milnacipran,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
minocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O)N(C)C,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nandrolone decanoate,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Low-DILI-Severity
niacin,C1=CC(=CN=C1)C(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nilutamide,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nitrofurantoin,C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-],vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
orlistat,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
oxaliplatin,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=N/C(=C(/NCC3=CC=C(C=C3)F)\O)/C(=O)C(=O)N2C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
rifampin,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tamoxifen,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
telithromycin,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
testosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Low-DILI-Severity
thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ticlopidine,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,vMost-DILI-Concern,High-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
zileuton,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,vMost-DILI-Concern,High-DILI-Concern,High-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
adefovir,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
amphotericin b,C[C@H]1C=CC=CC=CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Low-DILI-Severity
ampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
atazanavir,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
auranofin,CCP(CC)CC.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
carbenicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
carboplatin,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cisplatin,N.N.Cl[Pt+2]Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
clindamycin,CCC[C@@H]1C[C@H](N(C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
clomiphene,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3,vLess-DILI-Concern,Low-DILI-Concern,High-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dapsone,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dicloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
docetaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ethionamide,CCC1=NC=CC(=C1)C(=S)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ezetimibe,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fluvastatin,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
gabapentin,C1CCC(CC1)(CC(=O)O)CN,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
gemifloxacin,CO/N=C\1/CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ketoprofen,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
lamivudine,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,vLess-DILI-Concern,Low-DILI-Concern,High-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Moderate-High-DILI-Severity
lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
meloxicam,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
meropenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3CC[C@H](N3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
