DILIrank_ID,PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,PC-9,PC-10,PC-11,PC-12,PC-13,PC-14,PC-15,PC-16,PC-17,PC-18,PC-19,PC-20,PC-21,PC-22,PC-23,PC-24,PC-25,PC-26,PC-27,PC-28,PC-29,PC-30,PC-31,PC-32,PC-33,PC-34,PC-35,PC-36,PC-37,PC-38,PC-39,PC-40,PC-41,PC-42,PC-43,PC-44,PC-45,PC-46,PC-47,PC-48,PC-49,PC-50
sorafenib,-9.550707944,-4.251007487,-0.428707529,2.634151509,-8.033187384,2.078612648,-3.291889586,-0.855504101,-2.764625541,-6.246975723,-0.034463503,1.840054714,3.18884562,-0.384747378,-2.910306538,-1.614752273,-1.597274228,3.933049445,0.289871992,-2.280689211,-0.462448068,2.731026685,1.950720157,1.746801387,0.511442217,-0.637234513,-1.280286899,1.304216526,-1.427968535,2.08996215,0.746415058,0.127638772,-1.269549208,1.078703859,-0.806915128,-0.730037162,0.809920665,-0.004755956,0.610206409,1.453390758,1.488226467,1.49724633,-0.623226829,0.279465971,-0.415148226,0.257655963,0.596775289,-1.600239325,-0.011442453,0.523662507
sulfasalazine,-11.90780609,-4.032925027,-0.750059555,0.626142272,-6.609984763,6.950239623,0.3057136,0.199357012,-2.249253217,-4.335894531,3.715722225,3.059540562,1.165484251,-0.848939983,-2.534342793,1.509169916,-1.544953221,0.521813278,2.722508169,0.380819703,-0.630057525,-1.141535658,-1.76676301,0.829185336,0.378369708,1.426558565,1.803232808,-0.73007641,-0.448503361,0.331136181,-0.92630262,1.974297414,-0.208520263,0.417975665,0.647025086,-0.679042425,0.229022141,-0.616126463,-0.037186061,-1.437667983,-0.149613004,1.919845039,-0.65277397,0.441153918,0.137746434,0.728908984,-1.03912909,-0.036087407,-1.053372124,0.031963353
sulindac,-12.79020419,-1.524770591,3.967060836,3.178377093,-5.633992008,-0.138946354,-1.947409981,1.160890183,-1.516794755,-6.430122896,0.690315348,-2.881440478,-0.065240276,-1.26870855,0.94629501,-0.077989972,-1.542631598,0.767454345,1.592365563,-1.622214985,-0.929502633,1.910122167,-1.159175003,-1.086909333,0.879313765,-0.014471188,0.212473821,-0.946550588,0.535616185,-2.285080861,0.404490675,-0.23417228,1.006145972,-0.41833417,-0.158736546,0.73959112,-0.351527346,0.009884254,1.511025774,0.177848668,-1.34502015,0.501249165,0.484072424,0.485019453,0.377746905,-0.313011051,1.129423535,1.528885183,0.081551124,-0.120082842
tamoxifen,-16.08664127,-8.138062243,-6.222941327,-7.753545802,-0.696674879,-4.606577151,-0.637747646,-0.653172929,-5.102487306,-1.481040304,4.40227395,-0.334517542,2.605322844,0.265110008,0.014899136,-0.93831996,4.707784922,-1.974141937,0.966629493,-1.715715162,0.6214979,1.531339885,2.190828613,-0.690403543,-1.099638679,-1.018278794,-2.089584281,-0.984990595,-1.60581221,0.292913123,-0.432459648,1.234684156,-1.283741667,1.616572128,0.261473226,-1.396791908,-0.979029295,-0.581114525,-0.201347624,-1.014300977,0.06270511,-1.51046153,0.175349162,-0.070803286,-0.720278534,-0.374205936,0.568401144,-0.687420797,-0.878118855,0.541065155
telithromycin,7.331687459,7.431507963,-2.463658373,-2.241100831,-7.307864003,-6.491548272,6.263643162,-1.997273968,-4.471615155,1.33997307,-0.698751879,1.386283093,-0.884473121,0.41670308,2.993134989,1.677018699,-3.1718131,-2.617442368,0.986266256,2.725879728,0.210120008,2.984295022,-0.062825031,-0.848209597,-2.931781836,1.524625242,4.465747297,-0.011290025,1.298349121,1.515978013,1.581120694,-0.594617057,-1.227657823,0.068095056,-1.485086529,-0.609243393,1.430353946,-1.847460107,0.184164004,-0.806742664,4.261050872,0.249308975,0.444027021,-0.731646495,2.350346971,-1.065184171,0.781009949,0.515846245,-2.014284096,-1.845467355
terbinafine,-10.33263046,-8.025323247,-4.959811478,-1.020785283,3.720961824,-4.715302457,1.009500789,-3.479839037,-1.401989401,0.468254432,1.902804107,-0.9375958,-1.117208369,0.861662727,0.471014708,-0.793744062,0.015125366,-0.703217092,2.342126946,0.104983257,-0.718446359,1.201408278,1.367744025,0.609827901,1.515562284,-1.493920401,0.399071623,0.109448078,0.991925868,-1.783853081,-0.307464249,-0.509812742,1.235492492,-0.36091113,-0.341391703,-0.033586583,1.305270069,0.611877545,0.737869868,-0.522016179,-0.893048641,-0.259994711,-0.433741964,1.052545541,-0.727233261,-0.24984267,-1.00816461,1.201777063,-1.890355846,-1.475755142
testosterone,17.68733598,19.87030779,-4.346654331,1.987545307,10.18797907,-1.318828941,-0.95398291,-4.571160261,0.583541535,-4.422866457,10.91533056,0.952993299,2.237307503,-3.162692207,-0.714428177,-3.996600978,-2.63737339,2.289105183,-1.965668776,0.845182288,-1.166701854,-3.238798169,-0.853673673,-2.600405979,-1.483939468,-0.129206189,-1.3919805,1.053563082,-0.387619084,-0.71490556,-0.881500072,-0.969269182,0.929124988,-1.452771207,-0.051658167,-0.35162112,-0.841857485,0.715091978,-0.588446712,0.225938628,-0.669264064,-0.4590194,0.044725289,-0.410803644,-0.321035803,0.446876611,1.059887021,-0.855014293,-0.049956469,-0.268906547
thiabendazole,-7.429240119,-8.42261916,-8.015957145,9.572976206,0.018921077,3.439123977,2.423470237,-3.398580461,0.493288139,4.100460234,-0.318049284,0.758501075,-0.282130762,-2.200082855,-0.952269032,-3.084015624,-2.009451232,-0.705068451,-0.360505236,-0.567686775,2.153469623,-0.57684605,-0.32822641,-1.46353012,-0.407324836,-0.525239056,1.449553865,2.302663549,0.75382097,-0.153211356,0.450234059,1.355151817,0.504257498,0.654594487,-0.155760269,-0.672333254,-0.038034221,-0.993778612,-0.135424989,-1.324234727,-0.04127252,-0.759812075,-0.696290807,-1.361024499,-0.318389857,0.94186655,-1.564708961,1.6942568,1.151921532,-0.956940067
ticlopidine,-12.25669015,-0.368973375,-10.21501216,4.751665536,3.814654061,2.434798734,-1.67234323,1.721605902,0.717383308,1.055628981,-2.155397342,0.547388799,-3.903352624,2.080206391,2.121416423,-0.913033695,-0.221516141,0.079148145,-1.59257371,0.950890655,1.206487481,-2.410887442,-0.458571759,1.191386857,0.707787075,-1.180904939,0.785347272,1.426528678,0.382303485,-0.287506798,-0.139534832,-1.096214934,0.764130133,-0.327483004,-0.785197015,-0.547828824,0.383129907,-1.09376453,1.405242798,-0.37201573,0.504468627,0.057976381,0.520619789,-0.005446845,-0.915921786,-1.089816539,-0.062761908,0.361788031,-0.33559412,-0.358736292
tizanidine,6.158224279,-3.336317573,-5.338894627,12.31231189,-1.989580277,2.272041153,-2.309961741,-0.981257826,2.282054738,1.142618884,-1.430603459,2.06702869,-1.798093022,2.080160996,-0.1681771,-3.346712271,-2.189666101,-0.122252962,-2.326470637,-1.302033961,1.329340884,-1.896350688,0.908897255,1.65995445,0.840310332,-2.379563749,1.515642407,0.335618982,-0.396040552,1.824796006,-1.143614818,-0.601806548,-1.11900581,1.244597295,1.301264837,0.19083631,-1.242381086,-0.337639174,-1.105513523,-0.305543336,1.334537473,-0.211239964,-0.238072684,-0.954388525,-0.838267876,-0.539576818,0.67418005,1.402267866,0.115182325,0.327000654
tolvaptan,-19.4058225,6.193781092,-2.204342857,-2.137513134,-4.890476188,2.628932822,-2.597137243,1.241914797,-2.150607482,-3.67648691,-1.56446379,-1.598551344,0.451424438,0.870589997,0.820049682,0.073544724,-1.795949592,2.050605553,0.881464755,-0.267786069,0.871781133,-1.359575972,0.448134879,2.616817839,2.593620162,-1.114658869,-0.597150456,-0.717355824,-0.418413077,0.422452583,-1.756458818,0.297656789,-0.979268685,0.823117317,-1.003012787,0.37848274,0.002103917,1.030399163,-0.24420923,0.873024986,0.6197966,-0.016441428,0.583635568,-0.278112172,0.532753753,0.927288913,1.097452989,-0.542587544,-0.650329838,-0.592320448
voriconazole,-3.043086428,-5.139536316,-2.622036526,9.191482165,-2.246900573,-1.386222211,0.463867169,1.248109583,2.314041784,0.514021715,-0.62839384,-2.259546633,3.934719328,0.01962809,-1.969594981,-1.361327403,-4.176050484,2.739649658,2.389098032,-1.625693898,-2.0413873,4.535545363,1.925603407,1.326194342,-1.023150536,0.849601002,0.153047353,1.357945331,0.656286341,-2.2290016,2.810627923,-2.492347139,-0.91908972,-2.565072397,-0.054709119,0.056103245,0.416180488,-1.75256291,1.058102658,-1.198857738,0.223485478,1.065461995,1.322608592,0.372258922,-0.47823647,-2.101467432,1.572629504,1.035187606,0.171949395,0.208697378
zafirlukast,-14.09713325,6.96323381,-1.778331161,-4.7452616,-7.214474852,0.555536665,-3.332563854,-1.626520084,-3.338623743,-1.834415007,-2.446938172,1.918341545,1.844122744,-0.849967605,-3.590181472,0.991140235,1.035657578,1.481632249,2.628349749,0.15744589,0.332676399,-1.14198664,-0.808386338,1.556493058,2.416454597,0.269189642,-0.666576591,-1.727915114,-0.064694261,-0.030097223,-1.696359101,1.396758306,-0.994367887,1.246122332,-0.414142055,0.816281347,0.867559868,1.589919128,0.339838331,0.378521794,-0.395751027,-0.035491563,0.516800361,-0.061303342,-0.301319467,-0.133761329,1.291354533,0.05080013,-1.360428029,-1.510253792
zileuton,-13.70714388,-4.865687567,4.927628627,1.63314971,6.789379503,3.603501349,2.621391653,-2.756004165,1.825510894,-0.160251509,-2.746873225,-0.65679356,-0.27889655,-2.208801066,1.895344553,-0.108684016,-1.19925982,-1.689565425,0.225190139,0.757474898,-1.643263156,-1.468013533,0.93114458,-0.089826005,-0.383022364,1.341997068,-0.60908355,0.81276328,0.169362577,-0.321756527,0.956571211,1.033375185,0.917833999,-0.179612802,-0.329869656,-1.453498544,-0.275263146,-0.851639476,-0.313793783,0.643943857,0.991933115,-1.130892936,0.951925775,-0.431350881,-1.334655155,-0.151274973,0.309419195,-0.970546119,0.815396046,-0.973765847
adefovir,9.994126887,-2.175065656,6.793416539,0.266338049,-4.310717196,-2.548426838,-1.826220313,-1.12104194,-3.599928025,7.193949502,0.776510926,1.179125795,5.148417656,-0.242701719,-0.621524116,-1.22662017,1.381916383,-0.116623068,-1.285795744,4.463796539,2.068979328,1.703617119,3.243271104,4.461386566,-1.600513988,-1.757930312,-0.111056478,0.240637915,0.092048238,-1.107237247,1.887764981,-1.848094921,-0.475254794,-3.905264784,0.012720073,0.17054333,1.068267154,-0.769445964,-2.266228649,0.294025585,0.922555023,1.751767433,-0.088389796,1.887925894,-0.182299555,-3.406204266,0.483275805,1.921654811,0.636279155,1.502060646
amphotericin b,18.74971936,6.898762534,-6.12917927,-4.759563011,-1.527714474,-1.767296147,8.370037785,-0.286639918,-4.643943066,-5.74761565,-2.986498949,2.219160613,2.233328371,-0.747593083,2.098846432,2.372334281,-2.571651814,-1.993862828,1.42731619,1.209924953,-0.340160589,1.703325404,2.367307361,-1.786400984,-2.278770161,-1.124670085,4.257465892,0.305163304,-1.609241597,1.796751053,-0.248336485,1.094888174,-2.088356288,-0.133807546,1.435105031,-0.535423846,-0.890206912,-1.646323907,1.174722025,1.4036905,-0.12040443,-1.985196683,1.94063716,1.236162419,-0.316184437,3.873727148,1.359494623,0.41130588,-0.956965032,1.612789692
ampicillin,-13.27567078,6.31202911,7.929088981,-7.237699178,4.599877205,12.17014905,8.295523875,-5.082822626,-0.301393167,3.063252009,1.0210633,-1.190757265,-2.655024151,5.946980138,0.152809078,-4.081535149,-0.579581026,2.580458604,-0.12263881,2.786610374,-2.854561312,3.348292333,-2.484899663,-0.864851448,-1.942682822,-0.626801958,-1.047021686,0.198081283,0.814789184,-0.861585944,1.700773808,0.471516805,-2.738314471,3.921372072,-0.350019485,-0.875918074,1.889492215,-0.263227598,-3.9650767,0.725968761,-1.28201664,-1.403952596,2.908895255,1.15938541,0.551352773,-0.554173174,-0.221014387,0.535229281,1.62915439,1.756440094
atazanavir,-6.926747681,-4.616251618,-0.989062068,-11.25283769,-6.33639005,-1.136002879,1.008223954,-2.455865968,-0.085627119,0.542487446,2.040286091,-0.147128148,4.436066414,0.166079017,-3.249560944,0.201375534,0.518207268,0.129434936,0.257523939,0.228174608,1.030196619,-0.1390341,1.802531887,1.794027878,-0.099601927,-0.937094462,0.262419142,-0.018274255,0.652941029,0.381017215,0.30099433,-2.25502547,-1.493615681,0.793866062,1.159296073,0.953394933,-0.231267226,-0.671973289,1.440734133,-0.017780654,0.455350367,0.422845701,0.262682746,0.089453575,0.638968624,1.018343431,-1.075049523,-0.478068227,0.149287347,-1.668008077
auranofin,22.55235436,0.170304917,3.980894008,-8.687729525,-2.937947715,-2.006794507,0.442176065,-3.179862641,-7.024503036,1.530824155,-1.31076359,1.435538671,-0.931802397,0.947112003,0.356232777,-0.865521516,1.419982409,0.705607953,-1.131243163,-0.79393413,1.880606124,0.346190733,1.310620488,1.986686782,-0.761599184,-1.008374304,-1.418689131,-1.092022374,0.202846702,-1.610463631,0.971347006,0.263660976,-0.811329033,-2.569293329,-1.471258145,-0.923058902,0.712626022,0.461704283,1.491342861,-2.595518806,-0.064279958,1.064766487,-2.053530133,0.141881814,1.245608925,-0.572401563,-0.98351642,0.467509769,3.346059372,-0.673345028
bromocriptine,-2.110772015,14.25399618,1.390774649,-1.448092924,-3.571602107,-1.740468356,0.63554471,-3.04820446,2.476557964,1.526234011,-1.46266824,-2.301978968,-0.89686953,1.20096927,0.335078025,4.032191638,-2.381498932,-1.736865042,-0.210073084,-1.99882062,0.28505356,0.80663225,-2.505158993,0.67238034,2.290886895,0.008029127,0.616740368,-0.098880807,-0.838291809,1.187827693,-0.141908967,-0.485158435,0.34733095,0.105119778,2.301693507,-1.400092464,1.087634465,-0.338961564,-0.584156589,-1.711646543,-1.51834438,0.986473502,-0.339960413,-0.606730018,-1.961243634,-0.045788844,0.603769438,-1.166264641,1.029922815,-2.176708844
carbenicillin,-11.11869698,6.21350991,7.300672792,-8.402665562,2.984529258,11.16593437,8.206226764,-4.475816851,0.099103633,2.439444356,1.378856929,-1.662816903,-2.998346383,5.46083798,-0.743825719,-3.551458465,-1.047571486,3.321499638,0.380143084,2.056999122,-0.732677473,2.528136686,-1.604820621,-0.652345867,-2.157995452,-0.468583833,-0.938339041,-0.102220253,0.890570148,-1.03368288,2.008772381,-0.13695146,-2.864078913,3.782439917,-0.451016789,-0.682896918,1.835020728,0.237631543,-3.17952265,0.052866296,-0.831538248,-1.444712576,1.942006163,0.756867407,0.275426003,-0.223801939,-0.722853831,0.712376852,1.092139835,1.507140135
carboplatin,22.99834003,2.549651497,3.240700098,-3.62017482,5.180878153,8.952352901,-5.711053783,2.599357944,-1.509363482,-5.04041924,-0.326508614,-3.694834055,-0.614476014,-0.172769613,-0.439511211,-0.427003775,0.647592523,-1.248322234,0.308346277,0.109204145,3.766528045,-0.233940739,0.345661638,0.630310555,1.0202581,1.163647399,1.58311543,0.143893334,-0.421368013,-1.710641457,1.169369348,-0.512502004,-0.611132366,2.943083031,-0.893564478,1.159832803,-0.728087526,-0.658283724,-1.049965202,0.548934546,2.482653755,1.580901228,0.242471913,-2.325049654,0.413561442,-1.851829571,-2.333845562,0.691494071,-0.643025919,-0.008080463
celecoxib,-9.106506216,-5.230800194,-3.852240037,7.260384485,-6.664398317,2.485579576,-2.14594927,0.158315041,-2.285940496,-4.996088934,2.654685208,3.229075206,1.988087,-0.468345613,-3.036707357,2.89163943,-0.453309168,2.305085085,1.589211158,-0.341775147,-4.169351496,3.037648341,-0.395178762,2.279527995,2.240310409,-0.0658479,0.180548989,0.407621907,-0.336727991,-1.0933889,3.152197534,1.551513285,1.002956043,0.187284785,-0.189484706,0.96996127,0.172778737,-1.458757555,1.455039494,0.973802292,-0.204877852,-0.166661608,0.441325067,-0.322443213,0.528013208,-0.005213641,1.888033505,-0.473135288,-0.260701277,-0.234985241
chlorambucil,-3.567272253,-7.106230179,7.901609118,-3.504314521,2.310705153,-3.142632638,-4.094345799,7.632078451,3.202619116,-2.752086245,2.213267568,4.816628428,-4.998957249,-1.990623323,2.882053589,-3.223017309,-0.83109654,-2.424289993,-3.110108849,-0.304963907,1.103566926,2.656164965,-0.918227131,-1.518323389,-4.168628408,-0.129329986,2.931218207,-1.565652271,2.557778961,-2.178689268,-1.376086823,-2.621151797,-0.622416048,1.210984014,3.919026241,1.574598844,0.559738421,-1.462826596,-0.652624358,0.971309995,-0.051913378,0.064863763,-2.817840077,0.673612854,-0.644194346,-0.841857544,1.419453633,-2.121126751,1.301005884,-1.999903918
cisplatin,37.34345871,-14.94696333,-12.24382215,4.448780216,2.343640087,3.925656099,-4.293719813,-2.298336236,-1.532950259,-3.51582397,-1.372498636,-1.20765433,-3.387383909,3.930094404,-1.608942217,-3.566398853,-1.530108036,-0.599093844,-4.138752914,-0.91404711,0.699362021,0.673795156,-0.394905314,1.075369371,-0.638038014,-3.291804847,-0.405373916,-3.952545063,-0.135905881,0.552830598,-2.254314239,-2.434327888,-3.703400641,1.216020927,2.950070272,-2.45191075,0.639980524,-0.731593746,1.365983404,-0.590048812,-2.416033212,2.245444389,-4.183006726,-1.12276673,1.828545003,-2.61828072,-1.091181664,-2.600941553,-2.935754831,-2.312527091
clindamycin,19.17037883,5.66179446,3.933923045,-5.799018564,2.309987749,-4.241766964,5.989993775,3.337840065,-2.124843822,1.151265128,-2.274453475,-0.646342022,1.262287121,2.482506094,3.635450908,1.927941373,-2.551175012,0.792666082,-0.00376881,-3.212057678,-1.02916581,0.483823016,-1.261614589,3.669592707,2.661404816,-0.184539965,0.390433767,-0.523308679,-1.143326402,1.220088777,-1.464728894,0.035174699,-1.505919752,-0.511824872,0.210492245,-0.521875698,-0.614548314,0.432161983,0.834138706,-0.383580367,-1.335148299,-1.133078371,-1.680635706,-1.443681571,0.178338876,-0.667941729,-0.918665161,-0.426680444,1.708021992,-0.796673916
clofibrate,-9.975938887,-4.233267287,7.938068281,1.238009998,4.566885844,-4.587224152,-2.984610727,-2.408354422,-2.399038535,-4.514040915,-1.923427112,4.021612673,1.963731413,1.69889053,4.912523999,0.997547954,0.840379249,2.407179307,-5.255991848,2.305486883,1.645756952,3.234698366,1.01877019,0.887273954,0.818544815,-1.810768791,-2.584073363,0.911164422,-0.383647088,0.759322498,-0.883501759,-0.645118909,0.353552986,-0.914811646,1.457228527,1.232606927,0.991643257,1.429227088,2.872795481,1.225945165,-0.483272923,0.024399052,-1.512743887,0.005583589,0.602584223,0.709403906,-2.156132634,0.337927706,-0.130062459,1.470732623
clomiphene,-14.72327103,-8.498798449,-6.037364835,-7.835181827,-1.200324592,-3.97973455,-1.658565187,0.801760442,-4.68818735,-1.19014382,3.889541884,0.306289653,1.366069043,-0.717044103,-0.079590005,-1.686973907,3.731230704,-0.954137588,-0.256233566,-1.485889655,0.527564745,1.30062156,1.6369026,-0.1667114,-1.881901739,-2.155497881,-2.400608777,-1.108179973,-2.203620772,1.136292658,-0.6619552,2.570254816,-2.211759171,0.945993011,0.917114485,-1.648577144,-1.289012354,0.054923124,0.460140729,-0.313322992,0.434732875,-2.025229532,0.622264369,-0.667855746,0.31081664,-1.075354752,0.448356784,-1.560143279,-0.866239352,0.522255108
clotrimazole,-7.902997612,-10.37373252,-14.68237164,0.173224024,-0.265639956,3.840541684,0.981514047,0.289288499,-2.36630838,-1.596997844,3.058979502,-1.504726412,2.611438386,-0.16704048,-0.847328677,-0.365899964,0.821917923,-0.327006533,-0.755880724,0.373190332,-0.071398887,1.356636734,2.203259427,2.990323035,-0.66599875,-2.354278194,-0.328669912,0.415612607,0.349323109,1.639725008,-0.799400896,-0.528577281,-1.92876589,0.789190233,1.987768314,0.332134927,-0.760531466,-0.141069594,0.151908684,-0.474632577,-0.742385704,-0.329721309,0.153223098,0.086537969,0.224165955,0.60092669,-0.239613998,-1.654305274,-1.056079761,0.199386554
cloxacillin,-12.31144299,8.640124935,7.078805812,-0.639343602,-3.687498093,8.208899193,4.911136789,-4.985791671,-2.563837313,1.752712015,1.441051172,-1.695457896,-4.51711759,5.036023264,2.178340974,-4.64031418,-2.292583078,3.513409131,0.455024443,2.257646051,-0.703989036,1.769228337,-3.406272457,0.381054437,0.67206207,-3.62590633,-0.47589594,-0.261070284,1.400934585,-1.110810936,0.934608299,-0.750874826,-3.151782523,3.631852058,1.866794626,-2.051922111,1.696463742,-0.374749202,-3.810618769,-0.262305377,-0.261380886,-1.104422982,3.297330657,2.623062763,0.342625151,0.342468269,-1.633800963,0.135435913,0.502976603,1.407016258
dapsone,-7.486150583,-8.330604926,-3.523079049,6.15329255,-2.855032977,4.599970741,-0.458404392,0.323656457,-1.345025587,-5.967690211,3.773354514,7.637135272,1.203521187,-0.113334005,-1.981268191,3.031385977,2.239632797,-1.637071869,-0.250292279,1.646856632,-1.719760661,-0.134245896,-1.7093903,2.035535396,1.320501442,1.134152789,0.836665895,-1.542078562,-1.220244114,-1.0851143,1.045525235,2.403093168,1.665663329,-0.442994228,-0.266108246,-1.053329547,0.721805397,-1.286620201,0.469116845,-0.248896956,-0.87776192,-0.891991178,1.424900816,-0.252062843,0.745316177,-0.664508282,0.301618573,1.520427771,-0.540042297,-0.021078197
dicloxacillin,-5.940075099,8.762933106,8.412636992,1.404251048,-5.19097713,6.655653545,3.583927755,-4.676611518,-2.049825062,0.31548248,1.151181587,-1.470009176,-4.137119691,5.539349673,2.082551189,-4.566664281,-1.94050701,3.14172858,0.083699989,2.118128125,-0.604459671,1.876139548,-2.913590522,0.612979909,0.725734744,-4.003291119,-0.852251465,-0.936261575,1.27952272,-0.56805977,0.716272422,-0.918226816,-3.549070977,3.983344765,2.335994968,-2.057400653,1.441515645,-0.728287002,-3.919190473,-0.632167566,-0.932390486,-0.665070456,2.760661805,2.696194992,0.304494943,0.444970786,-0.773087636,-0.102490356,-0.658087755,1.314026329
docetaxel,-2.389292812,6.681378765,-2.860241017,-10.52491103,-4.369803059,0.001688257,6.68122526,-3.934766173,-2.651199176,-2.626887064,1.445295048,-1.701138021,2.362977771,0.27793809,-1.851490733,0.906287945,0.161422365,-0.411654977,-0.567437442,0.759302971,1.247498488,-0.210555582,2.608364896,3.414172246,-0.293189311,-0.939574113,1.266030334,-0.700978904,0.872361953,3.202168134,0.604632295,-0.463956579,-0.354183789,1.204634445,-0.436348859,0.699747863,0.46264737,0.787788021,0.371068944,-1.477559105,-0.145956968,-0.58914077,-1.022579964,0.530141129,1.369449873,-0.525148442,0.250323871,-0.244797211,2.021332733,-1.459314403
ethionamide,3.382500464,-7.157107757,4.116377355,9.635068866,4.001064575,-0.338930704,-0.744014538,-1.661594542,2.205815018,1.900767223,-1.022663832,3.70628431,2.696572278,-2.268358573,2.470173456,-1.012104385,-1.080938197,-2.721370805,2.226630361,1.022746622,0.43270463,0.494694585,0.85690817,0.298043398,-2.414821002,-0.049397032,-2.487919746,1.289431834,-0.98477594,0.613798008,-0.86351991,1.697550522,-2.065047395,0.040105775,-2.322681065,-0.12106042,-0.563659453,-1.999534315,2.333879131,-1.677823021,-0.789390295,-0.312904168,0.685594094,0.597562228,1.817421752,0.738318195,-1.398594694,-2.109945999,0.143277477,0.300592343
ezetimibe,-6.552300564,-1.653466825,-3.876825719,1.486847824,-5.164542435,-0.4978113,2.391989114,4.87530356,2.197976697,-5.583283536,2.825166905,-3.268434648,1.579385183,2.935578545,-2.966493958,1.098920849,0.929999673,0.177904754,-0.772894153,-2.186106241,-2.260195666,3.545850905,-1.187800616,-1.124405543,-0.004564959,0.1452435,-1.895406761,-0.144763679,-0.203098743,1.090349138,1.048665921,1.733541003,-1.239584577,-0.81653461,-0.866104427,1.135334349,-0.358400646,-0.571127175,-0.689820283,-0.893063448,-0.755691341,1.812639359,1.01843169,0.135717286,0.617534532,-0.080497719,1.112349112,1.382750232,0.759803227,-0.590283505
fenofibrate,-14.11326899,-3.956660043,4.187499739,-2.103653116,-2.566136211,-2.010314489,-2.566352923,-3.037224815,-3.647359933,-7.669383332,0.235872834,1.323469588,5.086922995,3.559587693,1.56155837,1.144838639,0.893964818,1.856245194,-5.060987973,0.361156758,2.860810519,2.750608985,1.588644193,1.967906224,1.157387504,-1.025891777,-1.699633436,0.258024172,-2.197356178,-0.273418294,0.379025713,0.957181889,0.016979415,-1.142440304,-1.200094182,-0.989053149,-0.134823103,0.83955308,1.660962247,1.563614831,0.054458753,-0.599825663,0.605218826,1.240082538,-1.278079612,0.500964032,-1.277433049,0.223688754,-0.968959137,-0.818920478
fluvastatin,-16.47636551,-2.789270887,2.041260377,-3.647088014,-3.100383916,-1.568775049,1.78406939,3.058008488,0.75362483,-3.012889648,1.356775921,-5.423555553,2.228749786,0.040681401,-0.310119121,1.196382218,-2.722390429,0.796586968,0.553911395,-1.886088333,-1.183598952,0.176370625,-1.331504929,-0.420350737,1.610759364,0.201632146,1.120050645,-1.016477872,-0.096370913,-1.517980902,1.848190759,-0.006560417,2.036836363,-0.630222753,1.120873166,-0.455147772,-1.924173567,-1.45481923,0.922647206,-0.004202422,-0.783222223,0.143445842,1.894908337,0.066159128,-1.47137522,-1.537426124,-0.852670059,1.777563476,0.464819096,-2.201004321
gabapentin,20.57643223,4.346544995,1.685466172,-3.471112056,8.812592351,3.664962648,-8.833801194,6.902009908,0.532804643,-2.360007854,-1.702065371,-0.90304796,1.26466249,-1.830996631,0.426868806,-1.270061376,0.97445246,-4.288844248,0.775478972,1.352795664,0.148404189,-0.234499561,-0.844883135,-2.73751607,1.846336137,-0.703699306,1.236328957,0.251104549,0.97360414,-1.482313938,1.91121031,1.411772161,0.231530331,2.893885193,1.517894885,1.671827855,-0.525194212,0.426267492,-0.642883078,0.868471201,1.274175065,1.808685968,1.048994259,0.30960523,0.280653837,-2.392860488,0.067141157,-0.093840453,-0.839092386,-0.598088678
gemifloxacin,0.76527089,13.33086848,4.582140797,6.273681497,-4.442313249,3.573663455,-3.091398326,3.742868696,-0.093389539,2.129037364,-3.240602068,-3.628590513,2.330941762,-2.509172861,0.404753661,-0.42572755,-0.018136852,0.469675982,0.343675913,-1.387068272,-4.966902501,0.670598809,2.86063936,-1.360086609,-1.138703974,3.821796521,0.083363037,-3.060664335,-1.359699036,-2.137748152,-2.220521046,-0.705840225,2.355985758,-0.484958614,1.033947731,-0.927815177,-1.852573012,-0.042901223,-0.117851401,0.213745952,-1.653810324,1.456875604,0.548723186,0.511548835,3.613243345,0.642669144,0.124627798,1.336459561,-0.863563116,-0.885569681
ibuprofen,-12.40062187,-4.70982965,13.48862384,-2.158054305,7.307788039,-3.167689709,1.210903633,-1.310625682,5.244295053,-5.199907866,-0.838554714,0.014295573,4.107288402,2.235558332,2.089166844,3.066866442,-1.489728762,-1.220362511,-2.711943752,-1.122086741,-0.425450091,1.271121446,-2.650515607,-1.322169111,-1.341257357,0.641942179,1.127796401,-1.11430492,1.169627897,-2.397524545,-0.511462682,-2.382277997,1.281283796,-0.243898315,1.692920024,1.991571261,-0.905329313,0.307998206,-0.369461867,0.347986951,-0.258465615,0.39768329,-0.256182692,-0.910768185,-0.63633051,0.998776998,0.092224956,-0.934292149,0.75087602,0.853713287
ketoprofen,-24.32210937,-5.447248557,2.547740071,-6.044212002,4.177954497,6.506948906,3.393951114,-1.031357172,-1.230111218,-4.264653403,0.329808607,-3.107313131,2.104706265,-1.149960353,0.371004894,0.856234377,0.032375232,0.117300478,-1.009557451,-0.851338436,0.883603345,-0.902293189,1.616890676,0.569740923,-1.079137642,0.953412123,1.34398148,-0.566752843,-0.078818924,-1.078346743,0.244484931,1.228626464,-0.433052822,-0.172031732,-1.308544235,-0.77981105,-0.907164927,0.867579627,-0.57947413,0.529090943,-0.788727483,-0.338388523,0.318903711,-0.801778102,0.16668046,-0.291507793,0.565554619,-0.357862918,-0.563037841,-0.204515134
