DILIrank_ID,Human Intestinal Absorption,Blood Brain Barrier,Caco-2 permeable,P-glycoprotein substrate,P-glycoprotein inhibitor I,P-glycoprotein inhibitor II,Renal organic cation transporter,CYP450 2C9 substrate,CYP450 2D6 substrate,CYP450 3A4 substrate,CYP450 1A2 substrate,CYP450 2C9 inhibitor,CYP450 2D6 inhibitor,CYP450 2C19 inhibitor,CYP450 3A4 inhibitor,CYP450 inhibitory promiscuity,hERG inhibition (predictor I),hERG inhibition (predictor II),Ames test,Carcinogenicity,Biodegradation,Rat acute toxicity(LD50-mol/kg)
minocycline,0.7469,-0.9783,0.5711,0.7366,-0.7968,-0.7036,-0.9536,-0.8145,-0.9036,0.6805,-0.9088,-0.9071,-0.9232,-0.9081,-0.9058,0.07561,0.09954,-0.6783,-0.8909,-0.9091,-1,2.4354
nandrolone decanoate,1,0.97,0.6718,0.6327,0.8364,0.5069,-0.7532,-0.8741,-0.9285,0.72,-0.94,-0.8841,-0.9111,-0.5353,-0.7896,0.05493,0.08573,-0.7636,-0.9431,-0.9215,-0.9625,1.8804
niacin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nilutamide,1,0.8491,-0.5254,-0.637,-0.8572,-0.9314,-0.9567,-0.7776,-0.8934,-0.527,0.9107,-0.9071,-0.9231,0.8993,0.796,0.08293,0.09684,-0.8734,0.6671,-0.6032,-0.9944,3.0768
nitrofurantoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nortriptyline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orlistat,0.9728,0.5923,-0.5611,0.5411,0.6242,0.5301,-0.9097,-0.854,-0.826,0.5867,-0.8458,-0.8305,-0.8869,-0.7315,-0.8308,0.0907,0.09671,-0.9395,-0.7333,-0.8628,-0.7808,2.3363
oxaliplatin,0.8638,0.7667,-0.6453,0.5056,-0.9332,-1,-0.9289,-0.8846,-0.8094,-0.6064,-0.8403,-0.8686,-0.8997,-0.8189,-0.8337,0.09872,0.08879,-0.938,-0.6034,-0.938,-0.9796,2.3765
papaverine,0.9911,0.9633,0.8866,-0.5389,-0.6485,-0.8005,-0.7229,-0.796,0.8918,0.6263,0.9107,-0.9071,0.8448,0.778,0.7959,0.8558,0.09329,-0.7274,-0.689,-0.9503,-0.9262,2.9877
phenytoin,0.9909,0.976,0.8867,-0.5593,-0.8782,-0.987,-0.8995,-0.733,0.8911,-0.7591,-0.9045,-0.8304,-0.935,-0.9026,-0.8309,0.08994,0.09793,-0.8916,-0.9132,-0.855,-0.992,2.1567
raltegravir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riluzole,0.995,0.9799,-0.5377,-0.8045,-0.8245,-0.6998,-0.859,-0.8679,-0.9116,-0.7032,0.9106,-0.9072,-0.9231,-0.9025,-0.8332,0.6647,0.09775,-0.8734,0.6799,-0.9001,-1,3.6843
ritonavir,-0.7195,-0.9717,-0.8957,0.8307,0.8317,-0.8753,-0.9009,-0.694,0.8918,0.5973,-0.67,-0.6229,-0.8424,0.5399,0.5843,0.5946,0.09774,0.8457,-0.7378,-0.8664,-0.9633,2.6154
sorafenib,0.9649,0.851,-0.5138,-0.5086,-0.7141,-0.9359,-0.8938,-0.6569,-0.8212,-0.5341,0.6168,-0.6171,-0.9145,0.637,-0.7339,0.6629,0.09488,-0.6415,-0.8143,-0.8684,-1,2.7885
sulfasalazine,0.9156,-0.7294,-0.6893,-0.8405,-0.9096,-0.853,-0.8956,-0.6445,-0.9116,-0.7557,-0.9046,0.8948,-0.9231,-0.923,-0.8309,0.08895,0.0939,-0.821,-0.9133,-0.6468,-0.9472,1.4383
sulindac,0.9937,0.8325,-0.8957,-0.5904,-0.5847,-0.9949,-0.8753,-0.7715,-0.8961,-0.5629,0.9107,-0.9071,-0.9231,-0.9025,-0.8309,0.05789,0.09768,-0.8671,-0.5451,-0.6516,-1,3.0989
tamoxifen,0.997,0.5838,0.8866,0.7718,0.8564,-0.6225,0.6715,-0.8071,0.8918,0.7407,0.8535,-0.9072,0.8448,-0.9026,-0.8796,0.5054,0.7402,0.6898,-0.9132,-0.6058,-0.9048,1.9882
telithromycin,0.9904,-0.8608,-0.8958,0.8472,0.8737,0.7653,-0.8479,-0.7872,-0.8617,0.7538,-0.8288,-0.7157,-0.8675,-0.6476,-0.8407,0.07749,0.09399,-0.6053,-0.7687,-0.8998,-1,2.7843
terbinafine,0.9876,0.9381,0.7436,0.6026,-0.7495,0.8205,-0.581,-0.7806,-0.9116,0.6461,-0.5,-0.8951,0.6772,-0.6194,-0.6314,0.5884,0.08785,-0.5566,-0.8736,0.5109,-1,1.8932
testosterone,1,0.973,0.8984,0.6498,0.5489,-0.8923,-0.7324,-0.8167,-0.9116,0.7739,-0.9005,-0.95,-0.9452,-0.6668,-0.8812,0.08683,0.08938,-0.7163,-0.9382,-0.9483,-0.9174,1.6259
thiabendazole,1,0.9473,-0.6733,-0.7174,-0.9299,-0.9317,-0.8624,-0.8768,-0.9116,-0.8103,0.9106,-0.9071,-0.5658,0.8994,-0.8216,0.6773,0.09838,-0.9321,0.9107,-0.9331,-0.9814,2.017
ticlopidine,0.9902,0.9906,0.6062,0.6111,0.8,0.8513,0.8152,-0.8234,-0.9115,-0.5155,0.9107,-0.907,0.9209,0.8994,-0.8808,0.9666,0.6392,0.6333,-0.6773,-0.9414,-0.9959,2.2022
tizanidine,1,0.8592,0.5323,0.6545,-0.8365,-0.7953,0.6577,-0.7953,-0.8018,-0.5795,-0.5248,-0.7117,-0.7867,-0.6353,-0.781,0.5,0.06935,-0.8907,-0.6538,-0.8915,-1,2.6573
tolvaptan,0.961,0.8429,-0.5116,0.6765,0.5241,-0.5525,-0.767,-0.7217,-0.7662,0.7372,-0.7512,-0.7214,-0.7887,-0.5308,0.8545,0.5874,0.09807,0.682,-0.7247,-0.8623,-0.9939,2.2269
voriconazole,0.9958,0.9047,0.7219,0.591,-0.6113,-0.8195,-0.5354,-0.727,-0.9116,0.5792,-0.7491,0.5203,-0.8315,0.5784,-0.7011,0.6649,0.08791,-0.6282,-0.7019,-0.776,-1,2.3469
zafirlukast,0.8849,0.9153,-0.6613,-0.7027,-0.6249,0.8915,-0.8475,-0.5189,-0.9116,0.5322,-0.5261,0.646,-0.8263,0.5826,0.7904,0.9189,0.09216,0.7693,-0.6072,-0.7292,-0.9972,2.5723
zileuton,0.9915,0.8846,-0.5793,-0.6789,-0.9684,-0.9765,-0.9583,-0.5907,-0.9116,-0.6384,0.5318,-0.7975,-0.8866,-0.6451,-0.7062,0.05821,0.09884,-0.9051,0.5865,-0.7968,-0.985,2.2646
adefovir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amphotericin b,-0.9308,-0.9659,-0.7539,0.6404,-0.7322,-0.5977,-0.9491,-0.7992,-0.8785,0.5496,-0.9046,-0.941,-0.9444,-0.921,-0.9381,0.0984,0.09777,-0.7887,-0.9133,-0.9682,-0.9414,2.2357
ampicillin,-0.927,-0.9961,-0.8956,0.5603,-0.9626,-0.9971,-0.9689,-0.8297,-0.8447,-0.5825,-0.9253,-0.9402,-0.9401,-0.9399,-0.8309,0.09884,0.09998,-0.9031,-0.9132,-0.5363,-0.9844,1.562
atazanavir,0.7997,-0.9409,-0.7017,0.832,0.81,-0.844,-0.924,-0.7898,-0.9116,0.6463,-0.7553,-0.7041,-0.848,-0.5948,-0.8425,0.07718,0.09766,0.6538,-0.6714,-0.7261,-1,2.7082
auranofin,-0.9121,0.8738,-0.5433,-0.5217,0.6854,-0.9422,-0.855,-0.8171,-0.8205,-0.5218,-0.7046,-0.7631,-0.8886,-0.646,-0.7699,0.08787,0.09715,-0.9108,0.5372,-0.6988,-0.6641,3.1438
bromocriptine,0.915,-0.9845,-0.6618,0.8881,0.8563,0.8388,-0.837,-0.8345,-0.9116,0.7454,-0.9031,0.8326,-0.9231,0.8994,0.796,0.5149,0.09313,0.5,-0.7879,-0.9353,-0.9973,2.7499
carbenicillin,-0.9112,-0.9954,-0.7812,0.5274,-0.9447,-0.9872,-0.962,-0.7684,-0.8611,-0.5946,-0.8778,-0.9259,-0.935,-0.9206,-0.8921,0.09761,0.09997,-0.9091,-0.8884,-0.6178,-0.976,1.4599
carboplatin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celecoxib,1,0.9713,0.8866,-0.9287,-0.8619,-0.792,-0.8582,-0.6237,0.8919,-0.5751,0.7805,0.6172,-0.8594,0.7169,0.7959,0.7392,0.09856,-0.8419,-0.7185,-0.7905,-1,2.3719
chlorambucil,0.9739,0.7889,0.5734,-0.6721,-0.9394,-0.9222,-0.6185,-0.7651,-0.744,-0.6044,-0.9045,-0.9071,-0.9231,-0.909,-0.8309,0.09576,0.06531,-0.8609,0.9107,-0.7851,-0.9378,3.5709
cisplatin,0.9637,0.9469,-0.5704,-0.8714,-0.9763,-0.9843,-0.9211,-0.8069,-0.7874,-0.7495,-0.7733,-0.7808,-0.9075,-0.7995,-0.8562,0.09204,0.09774,-0.9344,-0.5661,0.5146,-0.9213,2.7612
clindamycin,0.8143,-0.9697,-0.8236,0.7653,-0.7311,0.7894,-0.8784,-0.8214,-0.9116,0.6762,-0.9045,-0.9071,-0.9231,-0.9025,-0.8876,0.09107,0.09887,-0.59,-0.6967,-0.9172,-0.994,2.3192
clofibrate,1,0.9329,0.717,-0.589,-0.7133,-0.8544,-0.8868,-0.8517,-0.9116,0.6692,0.9107,-0.9071,-0.9231,-0.9026,-0.8861,0.05832,0.09891,-0.8735,-0.9132,-0.5492,-0.9711,2.3806
clotrimazole,0.9725,0.9837,0.6858,-0.7185,-0.6612,-0.7884,-0.5854,-0.7898,-0.9149,-0.6262,0.9106,0.8948,0.8932,0.8994,0.8478,0.9799,0.09659,0.6779,-0.7428,-0.9018,-1,2.7194
cloxacillin,0.8368,-0.9903,-0.8957,-0.6204,-0.8951,-0.9204,-0.9629,-0.8262,-0.905,0.5977,0.8592,-0.891,-0.918,-0.8832,-0.819,0.09186,0.09996,-0.8486,-0.6979,0.5672,-1,1.9946
dapsone,0.8476,0.9705,0.5879,-0.8699,-0.9311,-0.9572,-0.8739,-0.7416,0.86,-0.7175,-0.9046,-0.8955,-0.9231,-0.9026,0.6127,0.556,0.09859,-0.864,-0.9132,-0.5795,-0.9778,2.3635
dicloxacillin,0.8368,-0.9903,-0.8957,-0.6204,-0.8951,-0.9204,-0.9629,-0.8262,-0.905,0.5977,0.8592,-0.891,-0.918,-0.8832,-0.819,0.09186,0.09996,-0.8486,-0.6979,0.5672,-1,1.9946
docetaxel,0.9743,-0.9659,-0.8252,0.8259,0.644,-0.5139,-0.9393,-0.816,-0.8828,0.7119,-0.8299,-0.8737,-0.8972,-0.8421,-0.7324,0.08776,0.09907,-0.7905,-0.8382,-0.9133,-0.9934,2.5741
ethionamide,0.9797,0.9476,0.6962,-0.7714,-0.9646,-1,-0.8178,-0.8459,-0.7439,-0.8278,0.9107,-0.907,-0.923,-0.9025,-0.8309,0.07557,0.09735,-0.9115,-0.9132,-0.8337,-0.994,2.1316
ezetimibe,0.9899,0.9074,-0.5225,-0.6918,-0.6026,0.5306,-0.8659,-0.8244,-0.7505,0.5341,-0.7013,-0.6125,-0.8442,-0.5807,0.796,0.5289,0.09767,0.5455,-0.7476,-0.8328,-0.9853,2.4979
fenofibrate,0.987,0.9334,0.648,-0.5571,-0.5995,-0.7632,-0.9042,-0.7897,-0.9147,0.6735,0.7599,-0.9071,-0.9231,0.7619,-0.831,0.07088,0.09887,-0.9083,-0.9133,-0.6373,-0.9918,2.225
fluvastatin,0.9943,0.9382,-0.5053,-0.5176,-0.7395,-0.8381,-0.8823,-0.7305,0.8918,0.6111,-0.6003,-0.675,-0.8983,-0.6314,-0.8811,0.809,0.09899,-0.848,-0.9132,-0.7909,-1,2.9472
gabapentin,0.941,0.9382,-0.7271,-0.6557,-0.9789,-0.8866,-0.7982,-0.893,-0.8124,-0.7612,-0.9409,-0.9273,-0.9418,-0.9547,-0.8438,0.09706,0.09406,-0.8659,-0.9162,-0.8536,-0.7046,1.6472
gemifloxacin,0.9866,-0.5099,-0.5644,0.8404,-0.85,0.6012,-0.5751,-0.8462,-0.7919,-0.5148,-0.745,-0.6642,-0.809,-0.6581,0.5418,0.07405,0.08366,-0.6715,0.6124,-0.7902,-1,2.517
ibuprofen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ketoprofen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ketorolac,0.9919,0.7918,-0.8957,-0.7127,-0.9624,-0.8684,-0.6042,-0.7845,-0.7046,-0.6338,0.5483,-0.9081,-0.9333,-0.9225,-0.9621,0.09467,0.09478,-0.9298,-0.7615,-0.9592,-0.5254,2.5902
lamivudine,0.9932,0.9792,-0.7147,-0.7523,-0.9561,-0.9803,-0.8646,-0.7476,-0.8393,-0.6393,-0.8687,-0.7933,-0.9206,-0.8282,-0.831,0.0887,0.09834,-0.8735,0.6341,-0.782,-0.9698,2.1348
lenalidomide,0.9958,0.9372,-0.5981,0.6845,0.6012,-0.8927,-0.726,-0.8861,-0.7878,0.5855,-0.8746,-0.8405,-0.8806,-0.78,-0.7469,0.0843,0.09803,-0.5098,-0.8268,-0.9068,-0.9967,2.5145
letrozole,0.9965,0.9737,0.6347,-0.8391,-0.8087,-0.9147,-0.5908,-0.7898,-0.9116,-0.6843,-0.8374,-0.9071,-0.923,0.8993,0.6451,0.7027,0.09261,-0.8817,-0.6371,-0.8926,-0.9864,1.9916
lomustine,0.9962,0.9383,-0.5443,-0.6803,-0.837,-0.8642,-0.7664,-0.763,-0.9116,-0.651,-0.8127,-0.829,-0.9159,-0.7446,-0.8499,0.0789,0.8183,-0.8735,0.9309,0.5074,-0.7517,3.5549
lovastatin,0.9452,0.9287,-0.5484,0.7861,0.7046,0.8388,-0.8299,-0.8333,-0.9116,0.6868,-0.9045,-0.9291,-0.923,-0.9026,0.796,0.08682,0.07272,-0.7484,-0.8475,-0.9519,-0.8819,2.0554
mebendazole,0.9932,0.9261,0.7261,-0.6073,0.5844,0.7534,-0.8464,-0.749,-0.9116,-0.6532,0.9107,-0.9071,-0.9231,-0.9025,-0.8308,0.06779,0.09515,-0.8028,0.7212,-0.9102,-0.994,2.5855
meloxicam,0.9156,-0.9811,0.8484,0.5181,-0.7516,-0.7491,-0.9275,0.5637,-0.9117,-0.6649,-0.9271,0.5511,-0.9322,-0.8948,-0.8191,0.07316,0.09579,-0.7999,-0.8576,-0.7052,-0.9312,3.4619
meropenem,0.7086,-0.9901,-0.6556,0.8057,-0.6779,-0.952,-0.9053,-0.8286,-0.8136,0.6007,-0.9045,-0.907,-0.9231,-0.9025,-0.9559,0.09798,0.09969,-0.8683,-0.68,-0.8623,-0.8801,1.9158
methoxsalen,0.9921,0.9211,0.6185,-0.5518,0.5,0.5468,-0.8178,-0.7921,-0.9116,-0.6236,0.9629,-0.5968,0.8932,0.9316,0.774,0.7381,0.09563,-0.9638,0.886,-0.9552,-0.7255,2.4054
methyltestosterone,1,0.9774,0.8737,0.6431,0.5981,-0.732,-0.757,-0.8075,-0.8604,0.7916,-0.8619,-0.8844,-0.951,-0.6629,-0.8713,0.08711,0.0886,-0.7219,-0.9429,-0.9361,-0.9494,2.0516
mirtazapine,0.9873,0.9855,0.7283,0.8462,0.6148,-0.8975,0.7956,-0.7988,0.7894,-0.5148,0.8503,-0.6675,0.7222,-0.6206,-0.8309,0.06031,0.07532,0.7455,-0.8079,-0.9742,-0.9919,2.5197
mitoxantrone,0.7557,-0.7979,-0.8957,0.8417,-0.8674,-0.8381,-0.7735,-0.7907,-0.9116,-0.7013,0.9107,-0.9071,-0.9231,-0.9026,-0.8544,0.09211,0.5839,0.6894,0.9108,-0.8742,-0.9727,2.3061
modafinil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nafcillin,-0.5328,-0.9938,-0.6248,0.708,-0.8782,-0.8807,-0.923,-0.7898,-0.9116,-0.5,-0.8164,-0.7263,-0.8869,-0.8082,0.5653,0.07437,0.09994,-0.6449,-0.796,-0.6679,-0.9972,2.1208
naproxen,0.9948,0.6881,0.9091,-0.586,-0.8747,-0.8396,-0.8615,-0.7548,-0.9116,-0.5715,0.9107,-0.907,-0.9521,-0.9447,-0.8905,0.08598,0.09588,-0.9144,0.5184,-0.8685,-0.7809,2.4579
nifedipine,0.9073,-0.9536,0.7853,-0.5089,0.8771,0.7902,-0.9182,-0.7776,-0.5726,0.705,0.9106,-0.6122,-0.9231,-0.6715,0.796,0.9013,0.0863,-0.903,-0.6973,-0.5412,-0.9675,2.5425
norfloxacin,0.9916,-0.9824,-0.8683,0.8554,-0.849,-0.8657,-0.7588,-0.8301,-0.9116,-0.7558,-0.9046,-0.9268,-0.9231,-0.9148,-0.8988,0.5702,0.07034,-0.5292,0.9108,-0.7923,-1,1.8785
octreotide,0.9239,-0.8738,-0.7824,0.8557,-0.9599,-0.969,-0.8506,-0.8205,-0.7632,-0.5268,-0.7975,-0.7743,-0.8449,-0.7355,-0.8236,0.0708,0.09693,0.6064,-0.6448,-0.8761,-0.9943,2.6174
ofloxacin,0.9545,-0.9659,0.8867,0.7862,-0.8782,-0.8383,-0.7489,-0.8468,-0.9116,-0.6386,-0.9045,-0.907,-0.9268,-0.9026,-0.8309,0.07726,0.08402,-0.866,0.7844,-0.9033,-1,2.1639
oxacillin,0.8002,-0.9923,0.7059,-0.6161,-0.867,-0.922,-0.9669,-0.8181,-0.8807,0.5347,0.5746,-0.8725,-0.9111,-0.8665,-0.665,0.09564,0.09997,-0.8773,-0.7304,-0.5273,-0.9759,1.6583
oxaprozin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oxcarbazepine,0.9894,0.9975,0.6299,-0.7157,-0.7193,-0.9348,-0.8176,-0.773,-0.9116,-0.6022,-0.7266,-0.7371,-0.9329,-0.7428,-0.8819,0.08034,0.09327,-0.869,-0.5078,-0.9118,-0.8977,1.9871
penicillamine,0.9278,0.5821,-0.7778,-0.7679,-0.9818,-0.9959,-0.9744,-0.776,-0.8636,-0.7038,0.8476,-0.9071,-0.9528,-0.9187,-0.9107,0.09693,0.09987,-0.962,0.6358,-0.6495,-0.8739,2.0294
pentamidine,0.9416,0.9133,-0.8957,-0.5352,-0.8571,-0.8382,0.6653,-0.7898,-0.9115,-0.7339,-0.5272,-0.7439,-0.7676,-0.6581,-0.8661,0.05621,0.07428,-0.7711,-0.9132,-0.8395,-0.9818,2.2925
perphenazine,0.9476,0.9683,-0.5126,0.7862,0.8563,0.7689,0.5807,-0.7442,0.8919,-0.6813,0.9107,-0.9071,0.9278,-0.9026,-0.9089,0.7548,0.07745,0.7066,-0.8093,-0.8836,-1,3.0725
phenobarbital,0.9935,0.9736,-0.5561,0.5157,-0.6472,-0.9869,-0.9235,-0.6962,-0.9116,-0.7702,-0.84,-0.9023,-0.9593,-0.8664,-0.9236,0.09164,0.099,-0.9354,0.9107,-0.7469,-0.9894,3.1244
pioglitazone,0.9952,0.8753,-0.5659,-0.6358,-0.5708,-0.9673,-0.6018,-0.7898,-0.9116,0.5267,0.8384,0.6353,-0.8085,0.6967,-0.6035,0.8864,0.09341,-0.8498,-0.7303,-0.9171,-0.7884,2.0115
piroxicam,0.9898,-0.9659,0.8867,0.5786,-0.7285,-0.7453,-0.9437,0.6437,-0.9116,-0.7356,-0.9045,0.9086,-0.9231,-0.9025,-0.8789,0.08709,0.09589,-0.8311,-0.8767,-0.7612,-0.923,3.1545
pravastatin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
procarbazine,0.9954,0.9855,0.6013,-0.5748,-0.8839,-0.9771,-0.7974,-0.8293,-0.702,-0.5484,0.9107,-0.9071,-0.9231,0.8994,-0.8308,0.09414,0.09785,-0.9287,-0.9132,0.6428,-0.9741,2.4348
pyrazinamide,0.9813,0.9745,0.7222,-0.8219,-0.9709,-0.9971,-0.8985,-0.8861,-0.876,-0.7754,-0.8791,-0.9545,-0.9731,-0.9547,-0.9697,0.09353,0.09939,-0.9617,-0.9133,-0.9321,-0.9602,1.8145
pyrimethamine,0.9973,0.9383,0.6217,-0.5822,-0.8643,-0.9045,-0.7451,-0.8103,-0.9116,-0.6582,0.9107,-0.9071,0.8932,-0.9026,-0.7586,0.6667,0.09337,-0.8586,-0.9133,-0.8016,-1,2.7833
quetiapine,0.9155,0.9906,-0.6037,0.8424,0.9117,0.9325,0.5554,-0.6438,0.8919,-0.6049,0.5744,-0.6305,0.588,-0.7033,0.7961,0.05375,0.09483,0.8684,-0.7479,-0.869,-1,2.6537
quinine,0.9836,0.9382,0.8867,0.7863,0.8208,0.8387,0.762,-0.7898,-0.9116,0.5754,-0.9045,-0.9071,0.8931,-0.9026,-0.8309,0.07225,0.5884,0.538,-0.9133,-0.972,-1,3.0596
rosiglitazone,0.9861,0.8994,-0.5451,0.6535,-0.5274,-0.6289,-0.5203,-0.7418,-0.9116,0.5744,0.5391,0.5783,-0.846,0.5884,-0.8309,0.7213,0.08055,-0.7768,-0.687,-0.9465,-0.8635,2.4515
rosuvastatin,0.9791,-0.6815,-0.5818,-0.6962,-0.5099,-0.8987,-0.9467,-0.5544,-0.8633,-0.584,-0.6896,-0.5957,-0.8609,-0.6414,-0.8308,0.06226,0.09856,-0.8117,-0.662,-0.6578,-1,2.5599
salsalate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saquinavir,0.7774,-0.9949,-0.8957,0.9048,0.8563,0.5195,-0.8612,-0.8593,0.8918,0.7406,-0.8729,-0.7442,-0.8536,-0.7124,0.5219,0.09053,0.09687,0.8153,-0.8489,-0.865,-1,2.6007
simvastatin,0.9475,0.9422,-0.5951,0.8508,0.7335,0.8387,-0.8435,-0.835,-0.9254,0.7513,-0.9045,-0.9071,-0.9307,-0.9025,0.7959,0.08682,0.08921,-0.8573,-0.792,-0.9408,-0.9657,2.0061
succimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teniposide,0.8166,-0.9584,-0.5728,0.6638,-0.8656,-0.9094,-0.8549,-0.7897,-0.9116,0.5599,-0.7516,-0.5445,-0.7197,0.7423,0.7677,0.798,0.09934,-0.8415,0.7291,-0.9303,-0.9254,2.8354
tenofovir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tetracycline,0.8006,-0.9841,0.7439,0.791,-0.8025,-0.7562,-0.9437,-0.7897,-0.9117,0.6758,-0.9046,-0.9071,-0.9231,-0.9089,-0.8686,0.0781,0.09968,-0.7201,-0.9132,-0.9314,-0.9906,2.7095
thiotepa,0.8788,0.9823,-0.5097,-0.7362,-0.8096,-0.9946,-0.7874,-0.7897,-0.9116,-0.7558,-0.6474,-0.7225,-0.8794,-0.593,-0.8618,0.07358,0.07707,-0.866,0.9107,-0.8992,-0.8949,3.8842
valdecoxib,1,0.9386,0.5,-0.8864,-0.8772,-0.9157,-0.8576,-0.7356,0.8918,-0.6501,-0.5759,0.5385,-0.8875,0.5958,-0.8652,0.7649,0.09708,-0.8652,-0.8277,-0.7399,-0.9948,2.068
verapamil,0.9371,0.6323,0.738,0.7874,0.9056,0.855,0.6259,-0.8029,-0.8706,0.7657,-0.9553,-0.9071,-0.9231,-0.9026,0.796,0.09181,0.07687,0.8188,-0.8393,-0.6463,-1,3.4137
vitamin a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acamprosate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acebutolol,0.9156,-0.9659,-0.8957,0.7378,-0.8557,-0.8664,-0.9466,-0.8102,-0.9116,-0.5752,-0.9045,-0.9071,-0.9231,-0.9026,-0.8721,0.09639,0.09821,-0.8555,-0.9132,-0.849,-0.8538,2.0487
alfuzosin,1,0.6215,-0.5504,0.8105,0.5971,-0.5479,-0.7288,-0.8722,-0.7748,0.7766,-0.9045,-0.9071,-0.9231,-0.9025,-0.8309,0.08017,0.08527,0.5929,-0.559,-0.8721,-0.9945,2.6826
alosetron,0.9745,0.9139,0.6511,0.8033,0.7435,-0.5707,0.7795,-0.7501,-0.9116,0.7672,-0.5781,-0.8878,0.6507,-0.9239,-0.8274,0.06424,0.08334,0.8554,-0.6156,-0.967,-0.981,2.7709
alprazolam,1,0.9794,0.8867,-0.5099,-0.7301,0.8354,0.7688,-0.7907,-0.9164,0.7353,0.8758,0.8076,-0.8137,0.6519,-0.6308,0.8913,0.0973,-0.8733,-0.8957,-0.6779,-1,2.3717
amiloride,0.9408,0.7193,-0.8957,-0.7207,-0.9282,-0.9677,-0.8122,-0.8253,-0.8778,-0.6687,0.9107,-0.9577,-0.9231,-0.9295,-0.9733,0.09605,0.09838,-0.8945,0.9107,-0.9119,-1,2.5469
amitriptyline,0.9941,0.9512,0.8867,0.7567,0.8563,0.6447,0.7955,-0.7826,0.8918,0.7501,0.7324,-0.9071,0.8933,-0.9025,-0.9158,0.06955,0.07531,0.6767,-0.9132,-0.8127,-0.8727,2.9697
amlodipine,0.9479,-0.7744,-0.5468,0.9102,0.8564,-0.8473,-0.803,-0.8627,-0.9116,0.6967,0.538,0.514,-0.7626,0.5871,0.8608,0.6642,0.08302,0.8411,-0.7605,-0.8568,-0.9791,2.5396
amoxicillin,-0.9008,-0.9967,-0.8722,0.5741,-0.9665,-0.9968,-0.9636,-0.843,-0.8446,-0.5478,-0.9045,-0.907,-0.9231,-0.915,-0.8309,0.09767,0.09996,-0.8761,-0.9099,-0.5439,-0.9606,1.7036
anastrozole,0.9965,0.9382,0.5516,-0.6405,-0.764,-0.7662,-0.512,-0.803,-0.9116,0.5761,-0.6218,-0.7616,-0.9183,-0.6404,-0.6501,0.07038,0.09464,-0.8878,-0.6394,-0.8068,-1,2.5564
atenolol,0.9831,-0.9505,-0.7922,0.6773,-0.9446,-0.9856,-0.8959,-0.8416,0.5468,-0.6826,-0.9045,-0.9163,-0.9231,-0.9026,-0.9379,0.09537,0.0996,-0.8861,-0.9132,-0.8691,-0.8969,2.0932
azithromycin,-0.5518,-0.9739,-0.7578,0.8765,0.8513,-0.8893,-0.8753,-0.8373,-0.9116,0.6403,-0.9295,-0.9021,-0.8904,-0.9023,-0.9533,0.09751,0.09929,-0.8555,-0.9133,-0.9397,-0.9673,2.5423
baclofen,0.978,0.9339,0.5668,-0.7373,-0.9825,-0.9842,-0.8435,-0.8746,-0.8426,-0.7618,-0.9046,-0.9071,-0.736,-0.8215,-0.8309,0.09204,0.09478,-0.8578,-0.8621,-0.7401,-0.7362,3.1364
benazepril,0.5732,-0.7082,-0.7279,0.8466,0.7426,-0.7565,-0.8239,-0.7518,-0.8563,0.5632,-0.8232,-0.6875,-0.8266,0.5461,0.5425,0.06038,0.09787,0.6696,-0.8377,-0.9435,-0.9713,2.2082
bendroflumethiazide,0.9643,-0.7807,-0.7105,-0.6048,-0.7889,-0.8383,-0.8835,-0.708,-0.8398,-0.6596,0.8745,-0.907,-0.9351,-0.9287,-0.8607,0.09081,0.09858,-0.8967,-0.8474,-0.8156,-1,2.0888
bupropion,1,0.975,0.8866,-0.733,-0.8738,-0.9343,-0.8814,-0.785,-0.9116,0.574,-0.7499,-0.907,0.8932,0.8993,-0.7743,0.5141,0.09684,-0.8886,-0.9233,-0.5609,-0.9892,2.4363
candesartan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
