DILIrank_ID, logP, logS, PhysiologicalCharge, HydrogenAcceptor, HydrogenDonor, PolarSurfaceArea(A2), RotatableBondCount, Polarizability(A3), NumberofRings, Refractivity(m3.mol-1),Bioavailability, Rule of Five, Ghose Filter, Veber's Rule, MDDR-like Rule, Water Solubility(mg/mL), pKa(StrongestAcidic), pKa(StrongestBasic)
hydroxyurea,-1.708817059,1.838309512,-0.172271491,-0.434569007,0.234580335,-0.047146436,-0.58509212,-0.85172393,-1.298240502,-0.898484275,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,4.899062155,0.480978147,-1.565943518
imatinib,0.809233013,-0.835226561,0.91273667,0.506953465,-0.006376289,0.038086154,0.19741799,0.662843588,1.459560327,0.760453946,0.591290166,0.719701606,-1.019692467,-0.467990684,2.031888636,-0.147341304,0.887723097,0.883819029
indomethacin,1.181923536,-1.205815719,-1.257279651,-0.057960018,-0.247332914,-0.100329076,-0.137943485,0.085720078,0.356439996,0.090540974,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147570187,-0.637130265,-1.19392187
isotretinoin,1.855633328,-0.994050486,-1.257279651,-0.434569007,-0.247332914,-0.343861901,-0.026156327,0.070757617,-0.746680336,0.127428273,0.591290166,-1.389464733,0.980687837,2.136794673,-0.492152957,-0.147525723,-0.424073386,0.275563636
itraconazole,1.769627823,-1.046991794,-0.172271491,0.883562454,-0.488289538,0.151235731,0.644566625,1.248211719,2.562680659,1.397564453,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.147434358,-0.616000657,0.072811838
labetalol,-0.022153538,-0.994050486,0.91273667,-0.057960018,0.475536959,0.110607937,0.309205149,0.091521849,-0.19512017,0.089426928,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147506775,0.112970812,1.16841559
lamotrigine,0.044739633,0.11771699,-0.172271491,0.130344476,-0.006376289,0.072631477,-0.473304961,-0.327732426,-0.19512017,-0.258402978,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.138459902,1.333205661,0.437393053
levofloxacin,-0.858318173,0.276540915,-1.257279651,0.506953465,-0.247332914,-0.062976459,-0.361517803,0.08724686,0.908000162,0.092150151,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.120599542,-0.344837357,0.498776625
mefenamic acid,1.339600296,-0.676402635,-1.257279651,-0.246264513,-0.006376289,-0.250051466,-0.249730644,-0.232461243,-0.19512017,-0.193293181,0.591290166,-1.389464733,0.980687837,-0.467990684,-0.492152957,-0.147358189,-0.619522258,-0.9521078
mercaptopurine,-0.910877093,0.329482223,-0.172271491,-0.246264513,-0.006376289,-0.220886792,-0.58509212,-0.604385283,-0.19512017,-0.543351179,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.133825964,0.368286906,-0.098318119
methimazole,-1.030329184,1.017719232,-0.172271491,-0.811177996,-0.247332914,-0.515652748,-0.58509212,-0.677670808,-0.746680336,-0.67171403,0.591290166,0.719701606,-1.019692467,2.136794673,-0.492152957,0.064382758,0.528519765,-1.212522953
methyldopa,-1.804378732,0.488306149,-0.172271491,0.130344476,0.475536959,0.174551875,-0.249730644,-0.400101882,-0.746680336,-0.417216419,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.105215619,-0.999855199,1.177716131
micafungin,-0.528630403,-0.464637402,-1.257279651,3.331520881,3.367016449,3.343363879,1.427076735,2.882173571,2.562680659,2.66844333,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.143525341,-1.691849854,-1.324129447
milnacipran,-0.026931622,0.329482223,0.91273667,-0.434569007,-0.247332914,-0.27344559,-0.026156327,-0.170473903,-0.19512017,-0.169403084,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.124539328,0.426393327,1.173995914
minocycline,-0.863096257,0.382423532,-1.257279651,0.883562454,0.716493583,0.649062679,-0.249730644,0.368480062,0.908000162,0.433790913,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.090019304,-1.70945786,0.880098813
nandrolone decanoate,1.998975837,-1.84111142,-0.172271491,-0.434569007,-0.488289538,-0.296527792,0.532779466,0.605131237,0.908000162,0.475877094,0.591290166,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.147612267,2.09034994,-1.528741353
niacin,-0.710197581,1.457132092,-1.257279651,-0.246264513,-0.247332914,-0.243345151,-0.473304961,-0.688052924,-0.746680336,-0.697337087,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,1.411414115,-0.81321033,0.124894869
nilutamide,-0.017375455,-1.046991794,-0.172271491,-0.057960018,-0.247332914,0.107878623,-0.249730644,-0.242843359,-0.19512017,-0.238473934,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147536605,1.338488063,-1.472938106
nitrofurantoin,-0.834427755,0.064775682,-0.172271491,0.130344476,-0.247332914,0.285829922,-0.249730644,-0.407430434,-0.19512017,-0.438011944,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.139829447,0.144665223,-1.063714294
nortriptyline,1.373046882,-1.364639644,0.91273667,-0.622873502,-0.247332914,-0.540918402,-0.249730644,-0.059934903,0.356439996,0.107870578,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.147598816,0.539084569,1.293042841
orlistat,2.787359636,-1.999935345,-0.172271491,-0.246264513,-0.247332914,0.002371126,1.986012528,0.833232433,-0.746680336,0.649173132,-1.691217033,-1.389464733,-1.019692467,-0.467990684,-0.492152957,-0.147613489,0.938786316,-0.823760331
oxaliplatin,-1.073331937,0.911836615,-0.172271491,-0.811177996,-0.488289538,0.034499055,-0.58509212,-0.364375188,0.356439996,-0.247262519,0.591290166,-1.389464733,-1.019692467,-0.467990684,-0.492152957,0.368309053,-1.304473711,-0.654490482
papaverine,1.153255035,-0.782285252,-0.172271491,0.130344476,-0.488289538,-0.246308407,0.085630832,0.083582584,0.356439996,0.099329559,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147373197,-0.24271092,0.467154785
phenytoin,0.231084894,-0.358754785,-0.172271491,-0.434569007,-0.006376289,-0.180882841,-0.361517803,-0.255057613,0.356439996,-0.214336271,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146281314,0.363004504,-2.328587894
raltegravir,-0.848762006,1.547132316,-1.257279651,0.506953465,0.234580335,0.535133298,0.085630832,0.263742833,0.356439996,0.310626943,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147615213,-0.314903746,-0.933506717
riluzole,0.503435661,-0.464637402,-0.172271491,-0.246264513,-0.247332914,-0.259331135,-0.361517803,-0.465448141,-0.19512017,-0.533819897,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146874158,1.590282556,0.195578982
ritonavir,1.177145453,-1.523463569,-0.172271491,0.31864897,0.475536959,0.502069603,1.427076735,1.330352578,0.908000162,1.325646597,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.147591574,1.104301577,-0.126219743
sorafenib,1.119808449,-1.311698336,-0.172271491,-0.246264513,0.234580335,0.085420264,0.085630832,0.222214368,0.356439996,0.334517039,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147583132,0.729251039,-0.27688851
sulfasalazine,0.546438414,-0.51757871,-2.342287812,0.695257959,0.234580335,0.467212359,-0.026156327,0.178853766,0.356439996,0.211724418,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146744708,-0.735735101,-0.552184529
sulindac,0.565550748,-0.676402635,-1.257279651,-0.246264513,-0.247332914,-0.210749339,-0.137943485,0.102820034,0.356439996,0.149337844,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147144315,-0.584306245,-1.900763
tamoxifen,1.984641586,-1.417580953,0.91273667,-0.434569007,-0.488289538,-0.537487263,0.309205149,0.316264126,0.356439996,0.506699032,0.591290166,-1.389464733,-1.019692467,2.136794673,2.031888636,-0.147596077,0.237987658,0.974964333
telithromycin,1.162811202,-0.835226561,0.91273667,1.260171443,-0.247332914,0.705364536,0.644566625,1.728537264,1.459560327,1.574326412,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.14708428,0.252074063,0.768492319
terbinafine,1.783962074,-1.417580953,0.91273667,-0.622873502,-0.488289538,-0.609463183,0.085630832,0.06129157,-0.19512017,0.131017977,0.591290166,-1.389464733,0.980687837,2.136794673,-0.492152957,-0.147601367,0.255595664,0.993565415
testosterone,0.579884999,-0.51757871,-0.172271491,-0.434569007,-0.247332914,-0.343861901,-0.58509212,0.001441724,0.908000162,-0.037945661,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.146990475,1.956529091,-0.818180007
thiabendazole,0.33142465,-0.146989552,-0.172271491,-0.434569007,-0.247332914,-0.310564266,-0.473304961,-0.391246547,0.356439996,-0.279569851,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.145026211,0.505629356,0.104433678
ticlopidine,1.181923536,-0.623461327,0.91273667,-0.622873502,-0.488289538,-0.609463183,-0.361517803,-0.178413168,0.356439996,-0.162966374,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.14720435,-0.017328436,0.705248639
tizanidine,-0.084268625,-0.19993086,0.91273667,0.130344476,-0.006376289,-0.149690677,-0.473304961,-0.301166423,0.356439996,-0.281302812,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.145120016,0.014365975,0.738730587
tolvaptan,1.129364616,-1.417580953,-0.172271491,-0.246264513,-0.006376289,-0.091673251,-0.249730644,0.437490598,0.908000162,0.515735183,0.591290166,-1.389464733,0.980687837,-0.467990684,-0.492152957,-0.147591949,0.766227852,-1.045113211
voriconazole,-0.060378207,-0.358754785,-0.172271491,0.130344476,-0.247332914,-0.036463119,-0.026156327,-0.100547298,0.356439996,0.096358769,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.145780399,0.933503914,-0.232245912
zafirlukast,1.463830471,-1.523463569,-1.257279651,0.31864897,-0.006376289,0.267738466,0.309205149,0.860103793,1.459560327,0.879904429,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.147597165,-0.549090232,-0.859102388
zileuton,0.111632803,-0.358754785,-0.172271491,-0.434569007,-0.006376289,-0.115691217,-0.361517803,-0.295975365,-0.19512017,-0.316085802,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146604001,0.252074063,-1.677550012
adefovir,-1.708817059,0.43536484,-1.257279651,0.695257959,0.234580335,0.428768016,-0.026156327,-0.313686033,-0.19512017,-0.301726988,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.10971823,-1.066765623,0.297884935
amphotericin b,-1.164115526,-0.570520019,-0.172271491,2.389998409,2.403189953,1.857603097,-0.249730644,2.00366334,0.356439996,1.945551284,-1.691217033,-1.389464733,-1.019692467,-0.467990684,-0.492152957,-0.146078697,-0.674107079,1.040068121
ampicillin,-0.428290647,0.064775682,-0.172271491,0.130344476,0.234580335,0.244344343,-0.137943485,0.021595244,0.356439996,0.000303251,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.136264879,-0.733974301,0.729430046
atazanavir,1.100696115,-1.258757027,-0.172271491,0.506953465,0.716493583,0.70045177,1.427076735,1.309893703,0.356439996,1.291111172,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.147553865,0.794400663,0.167677358
auranofin,0.579884999,-0.358754785,-0.172271491,0.130344476,-0.488289538,0.257601013,1.091715259,0.518715389,-0.746680336,0.338973223,-1.691217033,-1.389464733,-1.019692467,-0.467990684,-0.492152957,-0.14478232,-2.06161799,-1.454337023
bromocriptine,0.680224755,-0.51757871,-0.172271491,0.31864897,0.234580335,0.287077608,-0.026156327,0.995682014,2.562680659,0.965685968,0.591290166,-1.389464733,-1.019692467,-0.467990684,-0.492152957,-0.146005529,0.399981317,0.593642145
carbenicillin,-0.308838556,-0.041106935,-2.342287812,0.31864897,0.234580335,0.332306247,-0.026156327,0.078086169,0.356439996,0.041151603,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.140298469,-0.756864709,-1.826358671
carboplatin,-0.781868835,1.19242555,-0.172271491,-0.811177996,-0.488289538,0.206523843,-0.58509212,-0.475219545,-0.19512017,-0.339852116,0.591290166,-1.389464733,-1.019692467,-0.467990684,-0.492152957,1.349503203,-1.304473711,-0.654490482
celecoxib,1.057693362,-1.046991794,-0.172271491,-0.246264513,-0.247332914,-0.026637587,-0.137943485,0.041748763,0.356439996,0.05860499,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147520846,0.579582984,-0.732615028
chlorambucil,0.971687857,-0.358754785,-1.257279651,-0.246264513,-0.247332914,-0.318596248,0.420992308,-0.056575983,-0.746680336,-0.096742531,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146164997,-0.519156621,-0.334551865
cisplatin,-0.867874341,1.208307942,-0.172271491,-0.811177996,-0.488289538,-0.203653122,-0.58509212,-0.698740396,-1.298240502,-0.547064665,0.591290166,-1.389464733,-1.019692467,-0.467990684,-0.492152957,1.158142203,-1.304473711,-0.654490482
clindamycin,-0.007819287,0.43536484,0.91273667,0.31864897,0.475536959,0.162698852,0.19741799,0.330310518,-0.19512017,0.225588101,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.089456477,0.880679895,0.749891236
clofibrate,1.057693362,-0.51757871,-0.172271491,-0.434569007,-0.488289538,-0.357664434,-0.026156327,-0.278875409,-0.746680336,-0.31385771,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.147071147,-2.167266029,-1.565943518
clotrimazole,1.769627823,-1.311698336,-0.172271491,-0.622873502,-0.488289538,-0.495767743,-0.137943485,0.07381118,0.908000162,0.201326656,0.591290166,-1.389464733,-1.019692467,2.136794673,-0.492152957,-0.147587634,-0.138823681,0.57690117
cloxacillin,0.398317821,-0.51757871,-1.257279651,0.130344476,-0.006376289,0.244422323,-0.137943485,0.238398255,0.908000162,0.236976126,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146617134,-0.644173468,-0.73075492
dapsone,-0.280170054,0.011834373,-0.172271491,-0.057960018,-0.006376289,0.03730635,-0.361517803,-0.268187937,-0.19512017,-0.229066434,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.142287122,-0.883642356,-0.209924613
dicloxacillin,0.675446672,-0.676402635,-1.257279651,0.130344476,-0.006376289,0.244422323,-0.249730644,0.27565173,0.908000162,0.296391911,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147059891,-0.644173468,-0.786558167
docetaxel,0.388761654,-0.994050486,-0.172271491,1.071866948,0.716493583,1.115541501,0.868140942,1.472648639,2.011120493,1.440888463,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.14737695,0.6253638,-1.212522953
ethionamide,0.049517716,0.329482223,-0.172271491,-0.622873502,-0.247332914,-0.331307055,-0.361517803,-0.483769523,-0.746680336,-0.461778258,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.131874833,0.789118261,0.275563636
ezetimibe,1.129364616,-0.941109177,-0.172271491,-0.246264513,-0.006376289,-0.160841876,0.085630832,0.238398255,0.908000162,0.264455927,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147456496,0.364765304,-1.212522953
fenofibrate,1.473386638,-1.470522261,-0.172271491,-0.246264513,-0.488289538,-0.224551872,0.19741799,0.131828888,-0.19512017,0.119258603,0.591290166,-1.389464733,0.980687837,-0.467990684,-0.492152957,-0.147601949,-2.167266029,-1.565943518
fluvastatin,0.914350853,-1.099933102,-1.257279651,-0.057960018,0.234580335,0.010091187,0.309205149,0.319928402,0.356439996,0.338725658,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147532477,-0.501548615,-1.175320788
gabapentin,-1.756597896,0.700071382,-0.172271491,-0.246264513,-0.006376289,-0.140956871,-0.249730644,-0.455371382,-0.746680336,-0.509558451,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.066192983,-0.48922301,1.18887678
gemifloxacin,-1.240564864,-0.19993086,-0.172271491,0.883562454,-0.006376289,0.311563458,-0.026156327,0.166944868,0.908000162,0.151565936,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.143675428,-0.330750952,1.118192667
ibuprofen,0.823567264,-0.305813477,-1.257279651,-0.434569007,-0.247332914,-0.343861901,-0.137943485,-0.307578906,-0.746680336,-0.331311097,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.146331969,-0.450485396,0.247662013
ketoprofen,0.723227508,-0.623461327,-1.257279651,-0.246264513,-0.247332914,-0.210749339,-0.137943485,-0.222079127,-0.19512017,-0.185371076,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147215606,-0.621283059,-2.049571659
ketorolac,0.422208239,0.11771699,-1.257279651,-0.246264513,-0.247332914,-0.172304996,-0.249730644,-0.218720207,0.356439996,-0.214212488,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.13799088,-0.628326262,-2.105374906
lamivudine,-1.469912878,0.541247457,-0.172271491,0.130344476,-0.006376289,0.052668491,-0.361517803,-0.370482315,-0.19512017,-0.400258164,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.095835177,1.211710417,-0.684252214
lenalidomide,-1.054219602,0.488306149,-0.172271491,-0.057960018,-0.006376289,0.08658997,-0.473304961,-0.252920119,0.356439996,-0.237607454,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.103902357,0.739815843,-0.224805479
letrozole,0.039961549,-0.358754785,-0.172271491,-0.057960018,-0.488289538,-0.024220195,-0.249730644,-0.129556152,0.356439996,0.086332356,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146116218,-0.92237997,-0.250846995
lomustine,0.403095905,0.223599607,-0.172271491,-0.434569007,-0.247332914,-0.153043834,-0.137943485,-0.312159252,-0.746680336,-0.357057937,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.133450747,1.037391152,-1.640347847
lovastatin,1.115030366,-0.676402635,-0.172271491,-0.246264513,-0.247332914,-0.066797499,0.19741799,0.374892546,0.356439996,0.317930133,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147159323,1.320880057,-1.175320788
mebendazole,0.560772665,-0.51757871,-0.172271491,-0.057960018,-0.006376289,0.020930464,-0.137943485,-0.083447342,0.356439996,-0.074214046,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146889167,0.181642037,0.076532055
meloxicam,0.240641061,-0.252872169,-1.257279651,0.130344476,-0.006376289,0.141956063,-0.361517803,0.012739909,0.356439996,0.013919368,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.144726037,-0.517395821,-0.567065395
meropenem,-1.178449776,0.594188765,-0.172271491,0.31864897,0.234580335,0.224459338,-0.026156327,0.166639512,0.356439996,0.128666102,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.041991445,-0.693475886,1.092151152
methoxsalen,0.154635556,-0.094048243,-0.172271491,-0.434569007,-0.488289538,-0.255198174,-0.473304961,-0.392467973,0.356439996,-0.379338856,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.144538428,-1.815105899,-1.19392187
methyltestosterone,0.876126184,-0.729343944,-0.172271491,-0.434569007,-0.247332914,-0.343861901,-0.58509212,0.055489799,0.908000162,0.019489598,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.147354437,2.056894728,-0.753076218
mirtazapine,0.536882246,0.276540915,-0.172271491,-0.246264513,-0.488289538,-0.483680779,-0.58509212,-0.106349069,0.908000162,-0.059855231,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.126978242,-0.130019678,0.586201712
mitoxantrone,-0.413956396,0.064775682,1.99774483,1.071866948,1.439363456,0.637755519,0.756353783,0.447567358,0.356439996,0.446045419,-1.691217033,-1.389464733,0.980687837,-0.467990684,2.031888636,-0.133844725,0.151708426,1.086570827
modafinil,-0.012597371,0.170658298,-0.172271491,-0.434569007,-0.247332914,-0.165598681,-0.026156327,-0.156427511,-0.19512017,-0.125088811,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.135945944,0.252074063,-1.472938106
nafcillin,0.685002839,-0.782285252,-1.257279651,0.130344476,-0.006376289,0.113415232,-0.026156327,0.256108924,0.908000162,0.255543559,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147292526,-0.721648696,-1.007911047
naproxen,0.723227508,-0.358754785,-1.257279651,-0.246264513,-0.247332914,-0.271885982,-0.249730644,-0.275516489,-0.19512017,-0.280312549,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146656532,-0.566698239,-1.547342435
nifedipine,0.340980818,-0.729343944,-0.172271491,0.130344476,-0.247332914,0.226564809,0.085630832,0.000525655,-0.19512017,0.057738509,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147283145,-0.365966965,0.336947208
norfloxacin,-1.073331937,0.223599607,-0.172271491,0.31864897,-0.006376289,-0.066407597,-0.249730644,-0.048026005,0.356439996,-0.024948458,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.128666722,-0.288491736,0.960083467
octreotide,-0.648082494,-1.046991794,1.99774483,1.448475937,2.644146577,1.955936396,1.315289576,2.25405555,1.459560327,2.256246324,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.14738633,0.702839029,1.237239594
ofloxacin,-0.858318173,0.276540915,-1.257279651,0.506953465,-0.247332914,-0.062976459,-0.361517803,0.08724686,0.908000162,0.092150151,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.120599542,-0.344837357,0.498776625
oxacillin,0.130745138,-0.411696094,-1.257279651,0.130344476,-0.006376289,0.244422323,-0.137943485,0.176410915,0.908000162,0.177436559,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.145998025,-0.644173468,-0.676811781
oxaprozin,0.742339843,-0.570520019,-1.257279651,-0.246264513,-0.247332914,-0.14087889,-0.026156327,-0.065431317,0.356439996,-0.069510296,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147005484,-0.43287739,-0.764236868
oxcarbazepine,-0.007819287,-0.146989552,-0.172271491,-0.434569007,-0.247332914,-0.140333027,-0.58509212,-0.247729061,0.356439996,-0.197254233,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.144613472,1.016261545,-1.454337023
penicillamine,-1.661036223,0.75301269,-0.172271491,-0.246264513,0.234580335,-0.140956871,-0.361517803,-0.582399625,-1.298240502,-0.622324659,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.06037711,-0.853708745,1.036347905
pentamidine,-0.218054967,-0.676402635,1.99774483,0.31864897,0.475536959,0.286999628,0.532779466,0.153203832,-0.19512017,0.408910553,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147172456,0.831377476,1.601820809
perphenazine,1.1341427,-0.676402635,0.91273667,-0.057960018,-0.247332914,-0.401177504,0.085630832,0.333974794,0.908000162,0.354074735,0.591290166,0.719701606,0.980687837,2.136794673,2.031888636,-0.14717058,1.440614501,0.87265838
phenobarbital,-0.179830298,0.011834373,-0.172271491,-0.246264513,-0.006376289,-0.047770279,-0.361517803,-0.342694887,-0.19512017,-0.34344182,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.142437209,0.128818017,0.859637622
pioglitazone,0.665890504,-1.046991794,-1.257279651,-0.057960018,-0.247332914,-0.102200606,0.19741799,0.124500335,0.356439996,0.122476958,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.14753229,-0.131780479,0.38717013
piroxicam,0.202416392,-0.252872169,-1.257279651,0.130344476,-0.006376289,0.141956063,-0.361517803,-0.047720649,0.356439996,-0.005638328,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.144932407,-0.466332602,0.05049054
pravastatin,0.216750643,-0.146989552,-1.257279651,0.31864897,0.475536959,0.334489699,0.644566625,0.388633582,-0.19512017,0.323129014,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.143075079,-0.563176638,-1.156719706
procarbazine,-0.595523574,-0.041106935,-0.172271491,-0.246264513,0.234580335,-0.220184969,-0.026156327,-0.242843359,-0.746680336,-0.006381025,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.143337732,1.342009665,0.38717013
pyrazinamide,-1.188005944,1.483602746,-0.172271491,-0.246264513,-0.247332914,-0.097677742,-0.473304961,-0.693243982,-0.746680336,-0.706125672,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,1.610279469,0.995131937,-0.780977842
pyrimethamine,0.403095905,-0.094048243,0.91273667,-0.057960018,-0.006376289,-0.027885274,-0.361517803,-0.245591566,-0.19512017,-0.197501799,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.144257015,1.727625007,0.790813618
quetiapine,0.551216497,-0.570520019,0.91273667,0.130344476,-0.247332914,-0.258083449,-0.026156327,0.27320888,0.908000162,0.329194375,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146859149,1.35785687,0.658745933
quinine,0.498657577,-0.041106935,0.91273667,-0.057960018,-0.247332914,-0.27921614,-0.137943485,0.064955846,0.908000162,0.089055579,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.141349078,1.141278391,1.028907472
rosiglitazone,0.560772665,-0.570520019,-1.257279651,0.130344476,-0.247332914,-0.076934953,0.19741799,0.121141415,0.356439996,0.127428273,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.146902299,-0.100086067,0.504356949
rosuvastatin,-0.146383713,-0.411696094,-1.257279651,0.695257959,0.234580335,0.464171123,0.420992308,0.449399496,-0.19512017,0.420174796,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.145952999,-0.600153451,-1.175320788
salsalate,0.794898762,-0.041106935,-1.257279651,-0.057960018,-0.006376289,0.018980953,-0.137943485,-0.272157569,-0.19512017,-0.2524614,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.143000036,-0.70580149,-1.454337023
saquinavir,1.08158378,-1.311698336,0.91273667,0.506953465,0.716493583,0.665594526,0.868140942,1.219202865,1.459560327,1.227610552,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.147568873,1.091975972,0.921021194
simvastatin,1.306153711,-0.835226561,-0.172271491,-0.246264513,-0.247332914,-0.066797499,0.19741799,0.42894062,0.356439996,0.373632431,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.14738633,1.320880057,-1.175320788
succimer,-0.581189323,0.541247457,-2.342287812,-0.057960018,0.475536959,-0.052994966,-0.249730644,-0.561330037,-1.298240502,-0.606851799,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.102026269,-0.711083892,-0.027634006
teniposide,0.479545243,-0.570520019,-0.172271491,1.448475937,0.234580335,0.619430123,0.085630832,0.946824997,3.114240825,0.843140913,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.146493312,0.338353295,-1.342730529
tenofovir,-1.56547455,0.382423532,-1.257279651,0.695257959,0.234580335,0.428768016,-0.026156327,-0.253225475,-0.19512017,-0.247014953,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,-0.112532363,-1.066765623,0.041189998
tetracycline,-1.116334689,0.223599607,-1.257279651,0.883562454,0.957450207,0.781551398,-0.361517803,0.280842789,0.908000162,0.330432204,0.591290166,-1.389464733,-1.019692467,-0.467990684,-0.492152957,-0.122663239,-1.691849854,0.878238705
